# fen	move_played	grade	source
B:W15,32,33,34,36,38,39,43,44,45,47:B4,6,8,9,12,13,14,18,25,26,27	26-31	!	deel23:p61
W:W15,33,34,36,37,38,39,43,44,45,47:B4,6,8,9,12,13,14,18,25,26,27	33-28	?	deel23:p61
B:W25,26,27,29,31,32,34,36,38,39,41,42,43,45,48,49:B3,4,6,7,8,9,10,11,12,13,14,16,17,18,23,30	14-20	!	deel23:p61
B:W27,28,29,33,34,35,37,39,40,41,44,45:B9,11,12,13,14,15,16,17,19,20,24,25	17-21	?	deel23:p61
B:W22,32,34,35,36,37,38,40,42,43,45,47,48:B2,10,13,14,15,16,18,19,20,21,24,26,27	24-29	!	deel23:p62
W:W22,28,32,35,36,38,39,44,45,47,48:B5,8,13,14,15,16,18,19,21,29	45-40	!	deel23:p63
W:W26,27,32,33,38,39,43,45:B7,9,12,13,14,15,16,17,24	32-28	?	deel23:p63
W:W25,30,31,33,35,36,37,38,39,45:B6,9,10,14,17,19,22,24,26,28	45-40	?	deel23:p63
W:W25,30,31,33,35,36,37,38,39,45:B6,9,10,14,17,19,22,24,26,28	37-32	?	deel23:p63
B:W26,27,31,32,34,35,36,37,38,39,40,41,43,48:B6,7,8,9,11,12,13,16,17,18,21,23,24,29	9-14	?	deel23:p63
W:W16,28,31,33,35,38,42,43,44:B3,7,8,12,15,17,18,22,24	44-40	?	deel23:p63
B:W21,22,27,34,35,39,40,41,45:B6,11,13,15,16,19,23,24,25	24-29	?	deel23:p64
B:W21,22,27,34,35,39,40,41,45:B6,11,13,15,16,19,23,24,25	13-18	?	deel23:p64
B:W21,22,27,34,35,39,40,41,45:B6,11,13,15,16,19,23,24,25	11-17	!	deel23:p64
B:W12,22,27,34,35,39,40,41,45:B6,13,15,16,19,23,24,25	6-11	!	deel23:p64
B:W22,27,28,29,32,36,37,39,40,42,44,47,48:B2,4,6,7,8,9,11,13,17,18,20,26,35	20-24	!	deel23:p64
W:W25,26,27,28,32,33,36,38,39,43,44,45,48:B3,6,8,9,11,12,13,14,16,18,19,23,24	44-40	?	deel23:p64
B:W25,26,27,28,32,33,36,38,39,40,43,45,48:B3,6,8,9,11,12,13,14,16,18,19,23,24	24-29	!	deel23:p64
B:W10,25,26,27,32,36,38,39,40,43,45,48:B3,6,8,9,11,12,13,16,18,30	30-34	!	deel23:p64
W:W23,24,28,29,33,34,37,38,39,40,43,45,48:B2,8,10,12,13,14,15,17,18,20,25,26,27	34-30	?	deel23:p64
W:W27,32,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49,50:B1,2,3,4,6,7,8,9,11,12,13,14,15,16,18,20,21,23	27-22	!	deel23:p64
W:W19,35,38,39,40,41,42,43,45,46,47,48,49,50:B1,2,6,7,8,9,10,11,12,15,16,20,36	35-30	!	deel23:p65
W:W39,42,43,45,46,47,48,49,50:B1,2,6,7,9,10,11,15,16,18,27,37	42x4	!	deel23:p65
W:W26,27,34,35,38,41,42,43,45,47,48:B3,6,8,12,13,16,17,18,20,23,24	26-21	?	deel23:p65
W:W26,27,28,30,31,32,34,35,36,38,42,43,45,48,49:B1,3,6,9,12,13,14,15,16,17,18,19,23,24	42-37	?	deel23:p65
W:W25,26,27,30,35,36,37,39,40,41,42,43,45,49:B3,6,8,9,11,13,14,15,16,17,18,19,23,24	37-31	?	deel23:p65
B:W21,27,33,35,36,38,39,40,45,50:B3,6,9,12,13,15,19,20,23,24	9-14	?	deel23:p66
B:W9,33,35,36,45,50:B3,6,14,15,19,20,24	24-30	!	deel23:p66
W:W34,35,36,38,39,42,43,44:B12,14,18,19,21,22,24,28	38-32	!	deel23:p66
W:W22,25,30,32,33,35,38,39,42,43:B3,6,14,15,16,19,21,23,24,36	22-17	!	deel23:p66
W:W25,27,29,31,33,36,38,39,41,42,43,44,45,46,48:B1,2,3,5,7,8,9,12,13,14,15,16,17,18,22	45-40	?	deel23:p67
W:W24,29,32,33,37,39,40,47,48,49:B2,6,8,13,14,15,17,20,21,25	33-28	?	deel23:p67
W:W28,35,37,40,47,48,49:B2,6,13,25,44	40-34	!	deel23:p67
B:W24,27,31,34,36,38,39,40,41,42,43,44,47:B2,3,6,8,11,13,14,15,16,17,18,22,25	17-21	?	deel23:p67
B:W23,27,33,36,37,38,40,42,43,44,46:B2,6,7,11,13,14,15,16,20,25,26	20-24	?	deel23:p67
B:W22,28,32,33,36,37,38,39,40,42,43,44,45,47,48:B1,2,3,8,9,11,13,15,16,19,20,21,23,24,26	9-14	?	deel23:p68
B:W16,26,27,35,39,40,41,43,44,45:B4,5,7,8,9,15,17,18,23,25	8-12	?	deel23:p68
B:W27,28,34,35,36,38,39,40,41,43,45:B8,9,12,13,15,16,18,19,20,24,25	18-22	?	deel23:p69
B:W23,24,26,29,38,39,40,41,47:B4,6,12,13,14,15,17,27,36	15-20	?	deel23:p69
B:W23,24,26,29,38,39,40,41,47:B4,6,12,13,14,15,17,27,36	17-22	?	deel23:p69
W:W15,29,34,37,38,39,47:B4,6,12,14,16,22,28,36	38-32	!	deel23:p69
B:WK4,23,26,29,34,38,39,41,47:B11,12,13,14,17,27,36	14-19	!	deel23:p69
B:WK32,23,26,29,34,38,39,41,47:B17,19,36	19x46	!	deel23:p69
W:W26,31,33,34,36,38,39,40,41,43,47,48,49:B2,3,5,6,9,11,12,17,19,22,23,27,28	33-29	!	deel23:p70
B:W25,27,28,31,32,35,36,38,39,40,42,43,44,45,48:B2,5,6,9,10,11,13,15,16,17,18,19,21,23,29	18-22	?	deel23:p71
B:W25,28,31,32,35,36,38,40,42,43,44,45,48:B2,5,6,9,10,11,15,16,17,19,21,23,29	15-20	!	deel23:p71
W:W25,30,31,32,35,36,40,42,43,44,45,48:B2,5,6,9,10,11,15,16,17,19,21,33	43-39	?	deel23:p71
B:W25,30,31,32,35,36,39,40,42,44,45,48:B2,5,6,9,10,11,15,16,17,19,21,33	19-23	!	deel23:p71
W:W25,30,31,32,35,36,40,42,43,44,45,48:B2,5,6,9,10,11,15,16,17,19,21,33	43-38	?	deel23:p71
B:W25,30,31,32,35,36,38,40,42,44,45,48:B2,5,6,9,10,11,15,16,17,19,21,33	19-23	!	deel23:p71
B:W22,26,28,31,32,33,34,37,39,43,45,48:B2,3,6,8,11,13,14,15,16,17,25,35	25-30	?	deel23:p72
B:W15,28,29,32,33,37,39,40,46:B4,8,9,12,14,17,19,21,22	21-27	!	deel23:p72
W:W17,24,27,31,32,37,39,40,43:B6,8,13,15,16,18,20,23,25	39-34	?	deel23:p74
B:W27,28,31,34,37,40,43:B8,13,15,16,17,18,23,25,29	23x21	!	deel23:p74
W:W24,27,29,30,32,33,34,37,38,39,42,43,48,50:B1,3,4,8,10,13,15,16,18,21,22,23,25,26	24-19	!	deel23:p74
W:W18,27,34,39,42,43,48,50:B1,3,4,10,16,17,24,25	39-33	!	deel23:p75
W:W22,26,28,32,35,36,37,38,42,43,44,45:B3,8,9,11,12,13,14,16,17,19,21,24	28-23	?	deel23:p76
B:W6,23,32,35,36,37,38,42,43,44,45:B3,8,9,12,13,14,16,19,24,28	24-29	!	deel23:p76
W:W22,26,28,32,35,36,37,38,42,43,44,45:B3,8,9,11,12,13,14,16,17,19,21,24	35-30	!	deel23:p76
W:W26,27,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45:B2,6,7,8,9,11,13,14,15,16,17,19,20,21,23,24,25	27-22	!	deel23:p76
W:W26,27,32,33,35,36,37,38,39,41,42,43,44,45:B2,6,7,9,11,14,15,16,17,19,20,21,23,24	27-22	!	deel23:p76
W:W25,27,28,32,33,37,38,39,40,41,42,45,46,48,50:B2,3,5,8,12,13,14,15,16,18,19,21,23,24,26	37-31	?!	deel23:p87
B:W25,27,28,31,32,33,38,39,40,41,45,46,48,50:B2,3,5,8,12,13,14,15,16,18,19,21,23,24	21-26	?	deel23:p87
W:W23,29,31,33,34,35,36,37,38,39,40,42,44,45,47,48:B2,3,6,7,8,9,10,14,15,16,20,21,22,24,25,26	38-32	?	deel23:p88
B:W23,29,31,33,34,35,36,37,38,39,40,42,44,45,47,48:B2,3,6,7,8,9,10,14,15,16,20,21,22,24,25,26	21-27	?	deel23:p88
W:W23,29,31,33,34,35,36,37,38,39,40,42,44,45,47,48:B2,3,6,7,8,9,10,14,15,16,20,22,24,25,26,27	35-30	!	deel23:p88
B:W25,27,28,31,32,33,35,36,37,38,42,43,44,45,47,48,49,50:B1,2,3,4,6,7,8,9,11,12,13,14,16,18,19,23,24,26	12-17	?	deel23:p88
B:W20,23,24,28,33,45:B5,15,21,27	27-31	?	deel23:p88
B:W23,29,37,39,40,42,43,45,47,49:B4,11,13,14,15,16,20,25,36	11-17	?	deel23:p88
W:W25,27,32,33,35,36,37,38,39,40,42,43,45,47,48,49,50:B2,3,6,8,9,10,12,13,14,16,17,18,19,21,23,24,26	40-34	?	deel23:p88
B:W31,34,36,38,39,43,48,49:B2,3,6,8,12,13,15,16,21	21-26	!	deel23:p88
W:W25,27,29,32,39:B26,40	29-23	!	deel23:p89
W:W26,27,28,32,35,38,43,44,45,48:B6,11,12,13,18,19,20,23,25,29	44-40	?	deel23:p89
W:W26,27,28,32,33,34,35,36,37,38,39,42,43,44,46,48,49,50:B2,3,4,6,7,8,9,11,12,13,14,15,16,17,18,19,23,24	34-29	?	deel23:p89
B:W22,25,26,27,28,30,32,35,38,40,41,42,43,45,48,49:B2,3,6,9,11,12,13,14,15,16,17,19,20,23,24	24-29	?	deel23:p90
W:W22,25,26,27,28,30,32,35,38,40,41,42,43,45,48,49:B2,3,6,9,11,12,13,14,15,16,17,19,20,23,29	26-21	!	deel23:p90
B:W24,26,31,33,34,36,39,40,41,42,43,44,45,47,48,49:B1,2,3,6,7,8,10,11,13,14,15,18,22,23,25,27	7-12	?	deel23:p91
W:W27,28,31,32,35,36,37,38,39,40,42,43,44,45,46,48,49,50:B1,2,3,4,5,6,7,8,10,11,13,15,16,19,20,21,23,24	31-26	?	deel23:p91
W:W21,27,28,29,33,36,38,39,43,45:B1,3,7,12,13,15,19,20,25,35	29-23	?	deel23:p91
W:W25,27,28,31,32,33,35,36,38,39,40,43,44,45,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,13,14,15,16,18,19,23,24	39-34	?	deel23:p91
W:W25,26,36,44,45,48:BK49,11,15,24	45-40	!	deel23:p91
B:W25,26,36,40,44,48:BK49,11,15,24	24-30	!	deel23:p91
B:W25,26,36,40,44,48:BK49,11,15,24	49-32	?	deel23:p91
W:W26,34,36,40,44,48:BK32,11,15	26-21	!	deel23:p91
B:W27,28,32,34,35,36,37,38,39,42,43,45,48:B3,9,12,13,15,16,17,18,19,23,24,25,26	3-8	?	deel23:p91
W:W27,32,35,37,38,40,43,45,47,48,49:B3,4,11,13,15,16,18,19,21,26,29	38-33	?	deel23:p92
B:W10,35,40,45,47,48,49:B3,4,11,13,15,16,18,32	18-23	!	deel23:p92
W:W23,27,28,32,33,34,35,36,37,38,39,40,43,45,46,47,48,49:B1,2,3,4,5,7,8,9,12,13,14,15,16,17,19,24,25,26	27-21	?	deel23:p93
B:W21,23,28,33,34,35,36,37,38,39,40,43,45,46,47,48,49:B1,2,3,4,5,7,8,9,12,13,14,15,17,19,24,25,26	13-18	?	deel23:p93
B:W21,23,28,33,34,35,36,37,38,39,40,43,45,46,47,48,49:B1,2,3,4,5,7,8,9,12,13,14,15,17,19,24,25,26	17-22	!	deel23:p93
B:W24,30,34,35,36,37,39,40,42,43,44,45,47,48,49:B2,3,4,6,7,8,9,11,12,14,15,16,22,25,28	4-10	?	deel23:p93
B:W24,30,34,35,36,37,39,40,42,43,44,45,47,48,49:B2,3,4,6,7,8,9,11,12,14,15,16,22,25,28	11-17	?	deel23:p93
W:W27,28,31,32,33,34,35,36,37,38,39,40,43,44,45,46,48:B1,2,3,4,6,7,9,12,13,14,15,16,17,19,20,23,25	27-22	!	deel23:p93
W:W27,29,33,35,37,38,39,41,42,43,45,47,48,49,50:B2,3,4,6,7,8,9,12,13,15,16,19,20,25,26	38-32	?	deel23:p94
B:W23,24,29,32,34,36,38,39,40,43,44,45,47,49:B2,3,7,9,10,12,13,14,15,17,20,25,26,27	7-11	?	deel23:p94
B:W26,27,31,33,36,38,39,40,45,46:B6,10,11,13,16,17,18,19,23,24	10-14	?	deel23:p95
B:W25,27,28,31,32,33,34,35,37,38,39,41,42,43,44,45,47,48,49:B1,2,3,4,6,8,9,12,13,14,15,16,17,18,19,21,23,24,26	17-22	!	deel23:p95
B:W26,27,29,31,32,33,35,36,37,38,39,40,42,43,44,45,47,49:B2,4,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,24	18-23	?	deel23:p95
B:W16,27,28,33,38,39,43,48,49:B2,3,6,7,12,13,17,20,30	13-19	?	deel23:p95
B:W23,24,29,31,33,34,36,37,38,39,40,43,44,47:B2,8,10,11,12,13,14,15,16,18,20,22,25,27	13-19	?	deel23:p95
W:W27,28,31,32,33,34,35,37,40,43,45,47:B3,9,13,14,15,16,17,18,21,24,25,26	43-38	?	deel23:p96
B:W24,25,31,32,35,37,38,40,45:B3,9,14,15,16,17,21,26	17-22	!	deel23:p96
B:W24,25,31,32,35,37,45,47,49:B3,9,14,15,16,17,21,26	17-22	!	deel23:p96
W:W22,25,29,33,36,37,38,39,42,45,48,50:B3,6,8,9,12,13,14,15,20,21,24,26	38-32	?	deel23:p107
W:W28,29,33,34,35,39,44:B13,14,15,17,20,24,25,26	28-22	?	deel23:p107
B:W22,23,32,34,36,37,40,43:B3,6,12,13,16,21,25,26	21-27	!	deel23:p107
B:W18,24,30,32,33,35,37,38,39:B3,5,6,8,9,15,21,36	21-26	?	deel23:p108
W:W18,24,30,32,33,35,37,38,39:B3,5,6,8,9,15,26,36	18-13	!	deel23:p108
B:WK4,24,25,33,35,38:BK23,5,6,15	23-12	?	deel23:p108
W:W26,27,28,29,33,43:B12,13,14,16,18,35	29-23	!	deel23:p108
W:W28,29,33,37,38,39,44,48:B7,14,20,21,25,26,30,35	29-24	!	deel23:p108
B:W24,28,29,32,33,37,38,39,47,49:B2,3,8,9,13,18,21,25,26,36	21-27	?	deel23:p108
W:W28,33,37,38,39,47,49:B2,3,8,9,14,17,18,36	37-31	!	deel23:p108
W:W22,25,30,35,36,37,38,42,43:B6,13,14,15,19,20,21,24,26,33,40	38x29	?	deel23:p109
W:W25,27,31,32,36,37,38,43,44,45,46,48:B3,6,7,8,12,13,15,16,18,19,22,29	48-42	?	deel23:p109
B:W25,27,31,32,36,37,38,42,43,44,45,46:B3,6,7,8,12,13,15,16,18,19,22,29	15-20	!	deel23:p109
W:W25,27,31,32,36,37,38,43,44,45,46,48:B3,6,7,8,12,13,15,16,18,19,22,29	46-41	?!	deel23:p109
B:W25,27,31,32,36,37,38,41,43,44,45,48:B3,6,7,8,12,13,15,16,18,19,22,29	15-20	?	deel23:p109
B:W7,24,27,31,33,36,40,42,43,45:B2,9,13,14,15,16,20	20x49	??	deel23:p109
W:W25,32,33,34,35,36,37,38,40,42,43:B3,4,9,14,15,16,20,21,22,24,26	32-28	?	deel23:p109
W:WK35,27,38,42,45,48:BK49,6,14,15,16,25,28,29	35-40	!	deel23:p110
W:W22,25,32,34,36,37,38,41,42,43,44:B3,5,6,11,12,13,14,15,16,26,35	36-31	?	deel23:p110
W:W25,27,28,32,36,37,38,39,42,43,44,45,47,48,50:B3,4,6,7,8,9,11,12,13,16,17,18,19,23,24	39-33	?	deel23:p110
B:W27,32,34,37,38,42,43,44,45,47,48,50:B3,4,6,7,8,9,12,13,16,18,23	16-21	!	deel23:p110
W:W15,24,27,30,31,34,35,36,38,39,43,46:B3,4,6,9,11,13,14,16,17,18,22,23	38-33	?	deel23:p111
B:W15,19,30,34,35,36,37,38,39,43,46:B3,4,6,9,11,13,16,17,18,20,23	13x24	!	deel23:p111
W:W24,26,27,29,30,31,33,34,38,39:B9,12,13,15,16,17,18,22,23,25	24-19	!	deel23:p111
B:W19,23,34,39:BK47,15,16,17,25,35	35-40	!	deel23:p111
B:W19,23,39,45:BK47,15,16,17,25	47-24	!	deel23:p111
B:W22,27,28,29,32,33,35,36,37,39,40,43,45,47,48:B1,2,3,4,7,8,9,11,13,15,16,17,19,20,25	16-21	!	deel23:p111
W:W11,17,18,32,36,37,39,40,45,47,48:BK49,2,3,4,6,8,9,15	18-12	?	deel23:p111
W:W27,28,32,33,34,35,36,37,38,40,42,43,48,49,50:B5,6,7,8,9,10,11,12,13,15,16,17,18,24,25	34-30	!	deel23:p112
W:W25,26,27,30,33,35,43,45,48:B12,13,14,16,17,18,19,23,24	45-40	?	deel23:p112
W:W26,27,31,32,33,35,36,37,38,40,42,43,45,48,49:B3,4,5,6,7,8,12,13,16,18,19,22,23,24,29	43-39	?	deel23:p112
B:W26,27,31,32,33,35,36,37,38,39,40,42,45,48,49:B3,4,5,6,7,8,12,13,16,18,19,22,23,24,29	22-28	!	deel23:p112
B:W27,28,29,33,34,35,37,38,39,45:B8,9,12,13,15,16,20,24,25,26	13-18	?	deel23:p112
W:W29,33,34,35,37,38,39,45:B8,9,12,15,16,18,20,24,25,26	35-30	!	deel23:p112
B:W26,27,32,33,38,39,40,43,45,47,49:B3,4,6,12,14,15,16,17,18,23,25	3-8	?	deel23:p113
B:W17,31,32,36,38,43,48,49:B6,7,8,13,16,24,25,29	13-19	?	deel23:p113
B:W25,27,28,30,32,35,36,37,38,40,45,48,49:B3,6,9,10,12,13,14,16,18,19,21,23,29	12-17	?	deel23:p113
W:W25,27,28,30,31,32,35,36,38,40,45,48,49:B3,9,10,11,12,13,14,16,18,19,23,26,29	48-42	!	deel23:p113
W:W6,24,25,27,36,40,45,49:BK37,3,9,10,14,16,18	6-1	!	deel23:p113
W:W19,20,34,35,38,39,42,47,49:B2,3,10,12,18,22,26,28,31	20-15	?	deel23:p113
W:W25,27,31,33,35,36,39,40,41,42,43,46,47,48:B2,4,6,7,8,12,13,15,16,17,18,19,22,23	35-30	?	deel23:p114
B:W26,29,31,33,34,35,36,38,39,40,41,42,43,44,45,47,48,50:B1,2,3,5,6,7,8,9,10,12,13,15,16,18,20,22,23,24	13-19	?	deel23:p114
B:W26,29,31,33,34,35,36,38,39,40,41,42,43,44,45,47,48,50:B1,2,3,5,6,7,8,9,10,12,13,15,16,18,20,22,23,24	7-11	?	deel23:p114
W:W26,29,31,33,34,35,36,38,39,40,41,42,43,44,45,47,48,50:B1,2,3,5,6,8,9,10,11,12,13,15,16,18,20,22,23,24	35-30	!	deel23:p114
B:W23,24,26,29,33,34,38,39,41,48:B2,9,10,12,13,17,18,22,25,27	2-7	?	deel23:p115
B:W26,27,30,31,33,35,36,38,39,40,43,44,45,46,47,48,49,50:B2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,19,20,22	5-10	?	deel24:p21
W:W27,33,35,38,39,40,43,44,45,46,47,48,49,50:B2,3,6,7,8,11,12,13,15,16,19,20,23,37	47-42	?	deel24:p21
B:W27,33,35,38,39,40,42,43,44,45,46,48,49,50:B2,3,6,7,8,11,12,13,15,16,19,20,23,37	12-18	!	deel24:p21
B:W22,25,28,31,32,33,35,36,37,38,39,42,43,44,45,48,49:B3,4,6,7,8,9,11,12,13,14,15,16,17,19,20,24,34	4-10	?	deel24:p23
W:W25,27,30,32,35,36,37,38,42,43,45,48,49:BK50,3,6,7,8,9,10,11,12,13,15,16,20,23,24	30x28	!	deel24:p23
W:W25,27,28,31,32,33,34,36,37,38,39,42,43,45,46,47,48,49:B1,2,3,4,6,8,9,10,11,12,13,14,16,18,19,20,23,26	49-44	?	deel24:p33
W:W25,27,32,34,35,36,37,38,39,41,42,43,44,45,47,48,49:B1,2,3,4,6,8,9,10,11,15,16,17,18,19,21,23,26	37-31	!	deel24:p34
W:W24,25,30,35,36,39,42,43,44,45,47,48,49:B1,2,3,4,6,8,9,10,11,15,16,17,28,32	39-33	!	deel24:p34
W:W15,28,30,32,35,39,40,41,42,43,44,45,48:BK46,2,3,4,6,8,9,13,14,16,19,21,29	43-38	?	deel24:p41
B:W19,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,47,48,49,50:B1,2,4,5,6,7,8,9,10,11,12,13,14,15,17,18,20,22,26	14x23	?	deel24:p68
W:W29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,47,48,49,50:B1,2,4,5,6,7,8,9,10,11,12,13,15,17,18,20,22,23,26	32-28	!	deel24:p68
W:W25,27,30,31,33,35,36,37,38,39,40,41,42,43,44,45,48:B3,6,7,8,9,10,11,12,13,14,15,16,17,18,19,22,23	40-34	?	deel24:p68
B:W25,27,30,31,33,34,35,36,37,38,39,41,42,43,44,45,48:B3,6,7,8,9,10,11,12,13,14,15,16,17,18,19,22,23	19-24	?	deel24:p68
B:W24,25,27,31,33,34,36,37,38,39,41,42,43,44,45,48:B3,6,7,8,9,10,11,12,13,14,15,16,17,18,22,28	14-20	!	deel24:p69
B:WK5,24,27,28,31,33,34,36,38,39,41,42,43,44,45,48:B3,6,7,8,9,11,12,13,15,16,17,18,22	15-20	!	deel24:p69
B:W22,26,27,30,35,38,39,41,42,43,45,48:BK49,3,6,7,8,9,11,12,13,16,20	16-21	!	deel24:p69
B:W26,27,28,30,35,37,38,39,41,43,45,48:BK49,3,6,7,8,9,10,11,12,13,15,16	16-21	!	deel24:p69
W:W24,28,31,33,34,35,36,37,38,39,40,42,43,45,47,48,49:B2,3,4,6,7,8,9,10,11,12,13,14,17,18,22,25,27	49-44	?	deel24:p70
B:W25,27,30,32,33,36,37,38,39,40,41,42,43,44,45,46,47,48:B2,3,4,6,7,8,9,10,12,13,14,15,16,17,18,21,23,26	15-20	?	deel24:p78
W:W25,27,30,32,33,36,37,38,39,40,41,42,43,44,45,46,47,48:B2,3,4,6,7,8,9,10,12,13,14,16,17,18,20,21,23,26	40-35	!	deel24:p78
B:W24,27,29,32,34,37,38,39,40,41,42,44,45,47,48,49,50:B1,2,3,4,6,7,8,10,11,13,15,17,18,20,23,25,26	7-12	?	deel24:p79
B:W24,27,29,32,34,37,38,39,40,41,42,44,45,47,48,49,50:B1,2,3,4,6,7,8,10,11,13,15,17,18,20,23,25,26	3-9	?	deel24:p79
W:W24,27,29,32,34,38,39,40,42,44,45,47,48,49,50:BK46,1,2,4,6,7,8,9,10,11,13,15,17,18,20,23,25	47-41	!	deel24:p79
B:W25,27,28,30,32,33,35,37,38,39,41,42,43,44,45,47,48,49:B2,3,4,6,8,9,12,13,14,15,16,17,18,19,21,23,24,26	2-7	?	deel24:p80
W:W25,27,28,30,32,33,35,37,38,39,41,42,43,44,45,47,48,49:B3,4,6,7,8,9,12,13,14,15,16,17,18,19,21,23,24,26	27-22	!	deel24:p80
W:W25,28,31,32,33,35,36,37,38,40,42,43,44,45,47,48,49:B2,3,4,6,7,8,9,10,11,12,13,14,17,19,20,22,26	40-34	?	deel24:p87
B:W25,28,31,32,33,34,35,36,37,38,42,43,44,45,47,48,49:B2,3,4,6,7,8,9,10,11,12,13,14,17,19,20,22,26	22-27	!	deel24:p87
B:W15,26,29,31,32,33,34,35,36,37,39,41,45,46,47,48,49:B2,3,4,6,8,10,11,12,13,14,16,17,18,22,23,25,28	14-20	?	deel24:p90
B:W16,26,29,31,33,34,35,36,37,39,40,41,43,44,45,47,49:B2,3,6,7,8,9,10,11,12,13,15,17,19,20,23,24,25	12-18	?	deel24:p91
W:W25,27,30,35,36,37,38,40,41,42,43,45,46,48,49:B1,2,3,5,6,8,9,11,12,13,15,16,18,19,26	27-22	!	deel24:p143
B:W25,28,31,32,33,35,36,38,39,42,44:B2,3,6,10,11,12,14,15,17,18,22	14-20	?	deel24:p167
W:WK5,19,33,35,36,38,39,44:BK48,2,3,6,11,12,15	33-29	!	deel24:p167
W:W23,24,25,32,35,36,37,38,43:B10,12,13,14,15,16,21,26,27	23-19	!	deel24:p167
W:WK5,35,36,37,43:B12,13,15,16,21,26,29	5-28	!	deel24:p167
B:WK28,32,36,37,38,43:B15,16,18,21,26,27	26-31	!	deel24:p167
B:W12,13,29,32,34,35,38,39,40,47:B3,15,20,21,25,26,31,36	31-37	?	deel24:p168
B:W29,32,34,35,39,40,47:B3,15,19,20,25,31,36	19-24	!	deel24:p168
W:W28,29,33,34,35,36,39,41,49:B3,7,8,12,15,20,24,26,27	28-23	?	deel24:p168
B:W23,29,33,34,35,36,39,41,49:B3,7,8,12,15,20,24,26,27	12-18	!	deel24:p168
W:W24,31,32,33,34,36,37,38,41:B6,13,16,19,21,22,25,26,35	32-27	?	deel24:p169
W:W24,31,32,33,34,36,37,38,41:B6,13,16,19,21,22,25,26,35	31-27	!	deel24:p169
W:W25,28,33,34,36,37,38,39,41,43,44,45,48:B1,3,4,7,8,9,10,12,13,14,15,21,27	37-31	?	deel24:p169
B:W25,28,31,33,34,36,38,39,41,43,44,45,48:B1,3,4,7,8,9,10,12,13,14,15,21,27	14-20	!	deel24:p169
B:WK23,28,31,33,34,36,38,39,41,43,44,45,48:B1,3,4,7,8,9,12,15,21,27	8-13	!	deel24:p169
B:W16,20,26,28,36,37,40,41,50:B6,7,11,12,13,18,43	43-49	?	deel24:p169
W:W24,25,33,37,41,42,47:B12,13,14,16,18,26,27	33-28	?	deel24:p169
B:W25,28,31,41,42,47:B14,16,26	26x46	?	deel24:p169
W:W24,25,29,33,35,36,37,38,41,48:B3,4,9,13,14,16,18,22,26,27	38-32	?	deel24:p169
B:W24,25,29,35,36,37,41,42,48:B3,4,9,13,14,16,18,22,26	22-28	!	deel24:p169
B:W25,28,31,32,33,35,37,38,39,40,44,45,47,49:B2,3,4,7,8,9,10,12,13,15,16,18,21	21-27	?	deel24:p170
W:W25,28,31,32,33,35,37,38,39,40,44,45,47,49:B2,3,4,7,8,9,10,12,13,15,16,18,27	32x21	!	deel24:p170
W:W19,23,24,25,29,30,35,37,38,39,42,44,47:B8,9,10,11,12,13,14,15,16,18,21,26,31	37-32	!	deel24:p170
B:W19,23,24,25,29,30,32,35,38,39,42,44,47:B8,9,10,11,12,13,14,15,16,18,21,26,31	31-36	?	deel24:p170
W:W19,23,24,25,29,30,32,35,38,39,42,44,47:B8,9,10,11,12,13,14,15,16,18,21,26,36	47-41	!	deel24:p170
B:W15,20,29,32,36,37,38,41:B4,13,16,19,21,26,27	4-10	!	deel24:p170
B:W25,26,28,30,32,33,35,37,38,39,43:B6,8,10,11,12,13,14,15,16,17,19,20,21,24,34,36	21-27	?	deel24:p171
W:W23,25,26,28,30,32,33,35,36,38,42,43,45,48,49:B1,3,4,7,9,10,11,12,14,16,17,19,20,21,22	33-29	!	deel24:p171
W:W23,25,26,30,32,35,36,38,42,43,45,48,49:B1,3,4,7,9,10,11,12,14,16,17,19,20,21,24	38-33	!	deel24:p171
W:W23,25,26,30,32,35,36,38,42,43,45,48,49:B1,3,4,7,9,10,11,12,14,16,17,19,20,21,24	42-37	?	deel24:p171
B:W27,28,29,33,36,37,39,41,42,43,45,48,49:B2,3,4,6,8,9,11,13,15,16,17,19,26	8-12	?	deel24:p171
W:W23,28,36,37,38,39,40,41,42,43,44,45,48,49:B2,3,4,8,9,12,13,15,16,17,21,25,26,27	37-32	?	deel24:p172
B:W23,28,32,36,38,39,40,41,42,43,44,45,48,49:B2,3,4,8,9,12,13,15,16,17,21,25,26,27	12-18	!	deel24:p172
B:W25,27,28,31,32,33,35,37,38,41,42,43,48:B6,8,11,12,13,16,17,18,19,21,23,24,26	23-29	?	deel24:p173
W:W14,20,25,28,35,42,43,48:BK46,6,8,12,13,16,18	28-22	?	deel24:p173
W:W14,20,25,28,35,42,43,48:BK46,6,8,12,13,16,18	14-9	!	deel24:p173
B:W24,25,33,35,36,38,39,40,41,45,48:B1,6,7,9,10,11,12,14,16,18,26	12-17	?	deel24:p179
